id,created_at,date,time,username,name,tweet,language,hashtags
1246962531287085061,2020-04-06 00:46:49+00:00,2020-04-06,00:46:49,hbfhealth,HBF,@dougterry6 We understand that affordability will be an ongoing concern for our members at this time and we have measures in place to assist. Please call 133 423 so that we can discuss all available options with you. You can also contact on LiveChat at  https://t.co/wQ1RDfDgwM,en,[]
1246954258777268226,2020-04-06 00:13:57+00:00,2020-04-06,00:13:57,hampsonjustine,cunning stunt🇦🇺🇺🇸🖖😷🌊🍑🇺🇦🇷🇺🇸🇾🇵,"@hbfhealth If it wasn't from an I surance company making cash out of sick people, I'd retweet.",en,[]
1246947684000268289,2020-04-05 23:47:49+00:00,2020-04-05,23:47:49,dougterry6,Doug Mac,@hbfhealth As I am unable to attend my dentist and attend for elected surgery and many other services I elected to be covered for. Is HBF considering a reduction of my fee paid a year in advance? Or would they consider extending the period of my coverage at no extra charge?,en,[]
1246941014822195201,2020-04-05 23:21:19+00:00,2020-04-05,23:21:19,hbfhealth,HBF,"@ZanMan Members on an eligible level of cover can claim for one fully covered flu vaccine per calendar year through our Member Plus Pharmacy, you can find details here -  https://t.co/86y9NksDbF - Shauna",en,[]
1246940469709418497,2020-04-05 23:19:09+00:00,2020-04-05,23:19:09,hbfhealth,HBF,"@LizzieClarke00 Hi Lynne, the song used is Alright by Mike Yung 😊",en,[]
1246939953386455043,2020-04-05 23:17:06+00:00,2020-04-05,23:17:06,hbfhealth,HBF,"@emmperth Hi Elaine, If you are concerned about your premium payments, and the services still available to you over the coming months, just give us a call on 133 423 or chat with us at  https://t.co/wQ1RDfDgwM, we are here to help. - Sam 🙋",en,[]
1246776449526202368,2020-04-05 12:27:24+00:00,2020-04-05,12:27:24,franjlawrence,Fran Lawrence,"@SasLoos @hbfhealth It’s lovely, isn’t it...",en,[]
1246768632387874816,2020-04-05 11:56:20+00:00,2020-04-05,11:56:20,sasloos,Sas Loos,New @hbfhealth tv ad you got me in the feels 🥰,en,[]
1246763487314866179,2020-04-05 11:35:53+00:00,2020-04-05,11:35:53,lukepet11546955,Madara Fujii,@hbfhealth Thank you for your kindness from thus video and as a Australian person living here were are trying are best to fight this horrible coronavirus era as much as possible.,en,[]
1246762598323744769,2020-04-05 11:32:21+00:00,2020-04-05,11:32:21,sportandiandres,Andres Olascoaga🌏Global,@hbfhealth #Melbourne #Australia #Rainbowtrail mate 🦠😷😎👍🇦🇺  https://t.co/aQlNjVKQrO,en,"['melbourne', 'australia', 'rainbowtrail']"
1246701830962204676,2020-04-05 07:30:53+00:00,2020-04-05,07:30:53,lizzieclarke00,lynne clarke,@hbfhealth Is that Bill Withers? He died recently.,en,[]
1246659086810148865,2020-04-05 04:41:02+00:00,2020-04-05,04:41:02,may7world,May,@hbfhealth Do d right thing w/ waiver of waiting period &amp; you will get lots of new subscribers  Others are not charging late payment but suspend use of your policy ! Give one have &amp; take back w/ the other - They think ppl are stupid !,en,[]
1246630524862390274,2020-04-05 02:47:33+00:00,2020-04-05,02:47:33,emmperth,elaine,@hbfhealth How many of my insurance benefits are still accessible? How about drastically reducing premiums or put them on hold for the time being?,en,[]
1246611629430542337,2020-04-05 01:32:28+00:00,2020-04-05,01:32:28,zanman,Zano 🇦🇺,@hbfhealth your mobile site for flu vaccinations only show Victoria pharmacies. Where are the other locations?  https://t.co/0aQeHsOgEA,en,[]
1246567697376108544,2020-04-04 22:37:53+00:00,2020-04-04,22:37:53,jackmcq53627672,Jack McQueen,@hbfhealth Bondi Beach is forever the National Monument to Incredible Stupidity after the People who went there seeking to get the ChinaVirus or to infect others.!,en,[]
1246547706941779969,2020-04-04 21:18:27+00:00,2020-04-04,21:18:27,craigthomler,Craig Thomler,@hbfhealth Well done. Great ad.,en,[]
1246201849079664640,2020-04-03 22:24:08+00:00,2020-04-03,22:24:08,rackapuzz1957,Christine,@joanneharris_ @hbfhealth Had to spoil it. Contact your insurance and talk to them.,en,[]
1246113388091994112,2020-04-03 16:32:38+00:00,2020-04-03,16:32:38,katewatt3,Kate Watt,@hbfhealth Disgusting brainwashing,en,[]
1246041941348716550,2020-04-03 11:48:43+00:00,2020-04-03,11:48:43,guardianangelos,Guardianangel,@hbfhealth Bullshit.,en,[]
1246034690907107329,2020-04-03 11:19:55+00:00,2020-04-03,11:19:55,jamehlia1,ItzTheMandMTwins,@hbfhealth thanks Miya!,en,[]
1246013431653838849,2020-04-03 09:55:26+00:00,2020-04-03,09:55:26,hbfhealth,HBF,"@MIKEYUNG -  thank you for this beautiful track Mike, it’s just what we needed to hear – from HBF, Australia. #staywell  https://t.co/Ym0NhJbVtP",en,['staywell']
1245992890267865089,2020-04-03 08:33:49+00:00,2020-04-03,08:33:49,43a6f0ce5dac4ea,Malcolm Ellis,@hbfhealth we cannot let things go back the way they were...it was clearly unsustainable n it's over .. WE OURSELVES,en,[]
1245985929942028288,2020-04-03 08:06:09+00:00,2020-04-03,08:06:09,kosmickrysti,Kristy Robinson,@hbfhealth Think the whole point is that we DON’T get this.,en,[]
1245984199724503040,2020-04-03 07:59:17+00:00,2020-04-03,07:59:17,mwhalan,Mark Whalan,@hbfhealth Great ad! Physical isolation can bring social closeness,en,[]
1245967933966127104,2020-04-03 06:54:39+00:00,2020-04-03,06:54:39,ink_of_twilight,Jasmine • 陳子琦 🪷,@_Night_Dust_ @hbfhealth Indeed they are 🇦🇺😆,en,[]
1245960447733288961,2020-04-03 06:24:54+00:00,2020-04-03,06:24:54,ajohnso81661176,A.Johnson,@hbfhealth 😭how beautiful~keep strong~stay safe~we can beat this Australia we're all in this together ❤️🌼❤️🌼❤️🌼🙏,en,[]
1245959163630383107,2020-04-03 06:19:48+00:00,2020-04-03,06:19:48,shirley56733062,Shirley.🌸,"@hbfhealth Thankyou, great!",en,[]
1245951251977850887,2020-04-03 05:48:21+00:00,2020-04-03,05:48:21,hbfhealth,HBF,@AndyDentPerth We are sorry to hear there has been some confusion with your recent email. It may be better to give us a call on 133 423 or chat with us at  https://t.co/wQ1RDfDgwM to ensure we can give you all the information you would like in real-time,en,[]
1245945395827462144,2020-04-03 05:25:05+00:00,2020-04-03,05:25:05,andydentperth,AndyDentPerth,Hey @hbfhealth it's really frustrating when waiting 3 days for a response to a question to get a misinterpretation along with generic PDS &amp; then be told to wait another 2 days for response. All I want to know is what extra item cover we have - put it on MyHBF with my policy plz!,en,[]
1245942478278021120,2020-04-03 05:13:29+00:00,2020-04-03,05:13:29,richard_y90,𝑅𝑖𝑐ℎ𝑎𝑟𝑑,"@simp_detector @Pseudep10378039 @hbfhealth From the current statistic information, it shows at least 30 even 100 times in death rate than the seasonal flu. 😂Way worse than those guys think.",en,[]
1245927154828759042,2020-04-03 04:12:36+00:00,2020-04-03,04:12:36,annalise_webb,ALLyourBASEareBELONGtoUS,@hbfhealth  https://t.co/sw1AwRKzKK,und,[]
1245927056287789057,2020-04-03 04:12:13+00:00,2020-04-03,04:12:13,annalise_webb,ALLyourBASEareBELONGtoUS,@_Night_Dust_ @hbfhealth @ink_of_twilight  https://t.co/x1iXmoEs9e,und,[]
1245914986007924737,2020-04-03 03:24:15+00:00,2020-04-03,03:24:15,hbfhealth,HBF,"@joanneharris_ Thank you for your feedback! If you have been financially impacted by COVID-19 and have concerns about your premium payments, we are here to help, please give us a call on 133 423 - Shauna",en,[]
1245704817189613568,2020-04-02 13:29:07+00:00,2020-04-02,13:29:07,franjlawrence,Fran Lawrence,"@baingavin @hbfhealth Same. Warm, simple, hit all the feels. Good stuff @hbfhealth.",en,[]
1245701789090844672,2020-04-02 13:17:05+00:00,2020-04-02,13:17:05,g_parker,Gareth Parker,@baingavin @hbfhealth Isn't it. Wife remarked on it immediately. Kudos.,en,[]
1245701671419699200,2020-04-02 13:16:37+00:00,2020-04-02,13:16:37,baingavin,Gavin Bain,"The new @hbfhealth TV spot is a cracker. Right for the times, no sell, human. Loved it.",en,[]
1245298994806280192,2020-04-01 10:36:31+00:00,2020-04-01,10:36:31,raenedaze,Raen Pfizered,@hbfhealth @AliceShawLand,und,[]
1245140682626351104,2020-04-01 00:07:26+00:00,2020-04-01,00:07:26,movinon111,Tara,"@Kelly9Williams @medibank @hbfhealth @ScottMorrisonMP @MarkMcGowanMP @LizaHarveyMLA LIES. If you paid yesterday - for April, you were charged the increased amount.",en,[]
1245124738382471171,2020-03-31 23:04:05+00:00,2020-03-31,23:04:05,hbfhealth,HBF,"@stwwphoto Hi Kim, We are here to help, if you have concerns about your premium payments please give us a call on 133 423 or Chat with us at  https://t.co/wQ1RDfDgwM - Shauna",en,[]
1244950294942760961,2020-03-31 11:30:55+00:00,2020-03-31,11:30:55,wishartjames,James Wishart,Great to see some Private Health Insurance Companies freezing 2020 Insurance Costs.Why not look at waiving April/May Hospital Insurance Fees as most surgery is cancelled so cant claim @hbfhealth @BupaAustralia @HIF_Australia #coronavirusau @RogerCookMLA @GregHuntMP,en,['coronavirusau']
1244933467369910272,2020-03-31 10:24:03+00:00,2020-03-31,10:24:03,kelly9williams,Kelly Williams,@medibank @hbfhealth #privatehealthinsurance perhaps a 3-6 month freeze on paying private health insurance premiums is in order? @ScottMorrisonMP @MarkMcGowanMP @LizaHarveyMLA,en,['privatehealthinsurance']
1244823525732618241,2020-03-31 03:07:10+00:00,2020-03-31,03:07:10,hbfhealth,HBF,Our @RoyalFlyingDoc offer a vital service and we’re proud to be able to support with ten laptops to help their staff work from remote locations. Stay safe and keep up the good work  #COVID19 #auspol,en,"['covid19', 'auspol']"
1244801208562462733,2020-03-31 01:38:30+00:00,2020-03-31,01:38:30,hbfhealth,HBF,"@1Swinging_Voter Thank you Jill, It is our pleasure and we are happy to have the opportunity to be available to help our members in their time of need! - Sam 🙋",en,[]
1244797160865951745,2020-03-31 01:22:25+00:00,2020-03-31,01:22:25,1swinging_voter,JILL,@hbfhealth Thank you Sam.   Great help from a HBF staff member working from home.  She was very helpful.  Will recommend people contact HBF if they need help during this crisis. Hope other Private Health companies are helping their members as well.,en,[]
1244789895262068737,2020-03-31 00:53:32+00:00,2020-03-31,00:53:32,hbfhealth,HBF,"@timothy_89 We haven’t paid benefits for Telehealth services before, given the current pandemic and members having limited access to services, we have decided to temporarily pay benefits for Telehealth claims. This will be up for review and we appreciate any feedback, just send us a DM - Sam",en,[]
1244771860979437568,2020-03-30 23:41:53+00:00,2020-03-30,23:41:53,1swinging_voter,JILL,@hbfhealth Thank you for the reply.  I will pass the message on.   There are so many people concerned about this.,en,[]
1244748477910921216,2020-03-30 22:08:58+00:00,2020-03-30,22:08:58,hbfhealth,HBF,"@1Swinging_Voter Hi Jill, We are continuing to assess what additional measures we can take to support our members during these times. Any member concerned about their premium payments over the coming months is encouraged to call us on 133 423. - Sam 🙋",en,[]
1244557638072823810,2020-03-30 09:30:38+00:00,2020-03-30,09:30:38,tropicscaller,Craig Evans,Been with @hbfhealth for over thirty years. Love the new quokka ads 👏,en,[]
1244551715614896129,2020-03-30 09:07:06+00:00,2020-03-30,09:07:06,hif_australia,HIF Australia,"@WAhawkchick @hbfhealth @hcfaustralia Hello Diane. Thanks for reaching out and apologies for the late response. For the latest updates on our premium increase postponement and new suspension option, please visit the COVID-19 Updates section on our website:  https://t.co/RfWfqIXq1b Thanks and take care, Nikki.",en,[]
1244545464994693120,2020-03-30 08:42:16+00:00,2020-03-30,08:42:16,timothy_89,Timothy 💉💉💉,@hbfhealth It’s 2020 why are they temporary?,en,[]
1244531637259341824,2020-03-30 07:47:19+00:00,2020-03-30,07:47:19,1swinging_voter,JILL,Would be good if @hbfhealth could defer payments for long term customers during this crisis.  #Credlin   Many people I know are not renewing tomorrow.,en,['credlin']
1244531084479643649,2020-03-30 07:45:07+00:00,2020-03-30,07:45:07,hbfhealth,HBF,"📣 Member update 📣  From 30 March 2020, we will introduce temporary benefits for certain Psychology and Clinical Psychology services when delivered via phone or video channels. To learn more and to see if you are eligible, click the link  https://t.co/efdLCwqpbX  https://t.co/uPHNKMIuVO",en,[]
1244487065602904064,2020-03-30 04:50:12+00:00,2020-03-30,04:50:12,jenx_perth,✨ Muffin Snickerdoodle 🦄✨,@KTQT86 @durungawan @medibank @hbfhealth @BupaAustralia That's wonderful news Katie...so glad it sorted itself out 🤗😇🤗,en,[]
1244439933684678659,2020-03-30 01:42:55+00:00,2020-03-30,01:42:55,hbfhealth,HBF,"@GavAbrook Hi Gav, So we can help you check on the premiums due for your policy, and confirm your level of cover, please give us a call on 133 234 or Chat with us at  https://t.co/wQ1RDfDgwM - Sam 🙋",en,[]
1244388057043718144,2020-03-29 22:16:47+00:00,2020-03-29,22:16:47,ktqt86,sunshine and rainbows,"@JenX_Perth @durungawan @medibank @hbfhealth @BupaAustralia Looks like medibank have pulled through...well for 6 months at least. How wonderful, this will make a world of difference. 😇😇",en,[]
1244077046420004864,2020-03-29 01:40:56+00:00,2020-03-29,01:40:56,gavabrook,Gav,@hbfhealth I got your email but the new premium is the same  as the old premium at around $2700 when I have now dropped to silver. I was told a month ago that it would be around $2400 but I would have to wait until after 1st April to renew at the lower price. Is bronze the old silver $?,en,[]
1243830488671719424,2020-03-28 09:21:12+00:00,2020-03-28,09:21:12,50_sowhat,50SoWhat,@hbfhealth is the only one doing the right thing on April 1 and not hiking up our insurance premiums.   https://t.co/AxFDE4xum3,en,[]
1243726815262212098,2020-03-28 02:29:14+00:00,2020-03-28,02:29:14,bxs29,BXS,"@BupaAustralia hi Bupa, can you follow @hbfhealth and not increase our insurance premium on April 1? #covid19australia",en,['covid19australia']
1243726156886466561,2020-03-28 02:26:37+00:00,2020-03-28,02:26:37,jenx_perth,✨ Muffin Snickerdoodle 🦄✨,@KTQT86 @durungawan @medibank @hbfhealth @BupaAustralia My heart breaks for you Katie...please don't lose hope just yet🤗 Smart biz/gov DO understand the need for extra compassion &amp; support for those struggling through this extraordinary event. Health Insurers have a REAL opportunity to #MakeADifference in April🤞,en,['makeadifference']
1243660690390310912,2020-03-27 22:06:29+00:00,2020-03-27,22:06:29,ktqt86,sunshine and rainbows,@JenX_Perth @durungawan @medibank @hbfhealth @BupaAustralia Here's hoping. It sad for me because I have top cover so I can have a baby. Sadly this year I just don't think the budget will allow us to pay anymore.,en,[]
1243583177790275584,2020-03-27 16:58:28+00:00,2020-03-27,16:58:28,jenx_perth,✨ Muffin Snickerdoodle 🦄✨,@KTQT86 @durungawan @medibank So sad to hear that Katie 😔I'm still hopeful @medibank @hbfhealth @BupaAustralia and the rest will step up BEFORE that happens 🤞🙏,en,[]
1243378217731293185,2020-03-27 03:24:02+00:00,2020-03-27,03:24:02,hbfhealth,HBF,"@mramage_au Hi Matt, We have only cancelled the premium increase. If we sent you a letter saying your premium will decrease 1 April 2020, this will still go ahead. We will be sending a letter to confirm your new premium soon. If you have any questions just send us a DM- Sam 🙋",en,[]
1243375825271115777,2020-03-27 03:14:32+00:00,2020-03-27,03:14:32,hbfhealth,HBF,"@verydi5co No, we can only offer a benefit for Flu Vaccines provided at Pharmacy 777. So we can answer specific questions about your cover please give us a call on 133 423 or Chat with us at  https://t.co/wQ1RDfDgwM - Sam 🙋",en,[]
1243375692005302272,2020-03-27 03:14:00+00:00,2020-03-27,03:14:00,knitting4nepal,Knitting For Nepal,Some nice news from @hbfhealth who will not be raising their premiums on April 1st as per (stupid) government policy.  Hopefully other health insurers are following suit.  #coronavirus #coronavirusaustralia #auspol #auspol2020,en,"['coronavirus', 'coronavirusaustralia', 'auspol', 'auspol2020']"
1243366796901531648,2020-03-27 02:38:39+00:00,2020-03-27,02:38:39,verydi5co,verydi5co,@hbfhealth So if i bring my kids to get their flu vaccine at gp can i claim later on fron hbf?,en,[]
1243357363433693184,2020-03-27 02:01:10+00:00,2020-03-27,02:01:10,hbfhealth,HBF,"@verydi5co WA legislation does currently allows Pharmacists to administer influenza vaccinations to people aged 10 years and over, this means for a 10 year old covered by an eligible HBF extras policy the Flu Vaccine will be fully covered. If you have any questions send us a DM - Sam 🙋",en,[]
1243347870587256833,2020-03-27 01:23:27+00:00,2020-03-27,01:23:27,hbfhealth,HBF,"@tubefeed We are still reviewing what support we can extend to our members and to keep up to date, you can  visit our member resource hub.  We are here to help, if you have concerns about your premium payments give us a call on 133 423 or Chat with us at  https://t.co/wQ1RDfDgwM - Sam 🙋",en,[]
1243347407712055298,2020-03-27 01:21:36+00:00,2020-03-27,01:21:36,verydi5co,verydi5co,"@hbfhealth hi does a 10yo eligible for free vaccination from hbf in pharmacy 777? I am covered btw, so i just want to know whether my kid is or not",en,[]
1243343116758704128,2020-03-27 01:04:33+00:00,2020-03-27,01:04:33,jo_malco,Jo Malcolm,@hbfhealth 🙏🙏🙏  https://t.co/Ta44JbYk27,und,[]
1243329411148951552,2020-03-27 00:10:06+00:00,2020-03-27,00:10:06,shauncgath,Shaun Gath,"@TerryBarnes5 @hbfhealth @GregHuntMP @ozprodcom Ok, but the industry is an equally hopeless option. They’ll lead us nowhere other than to that place called self interest. We’ve seen that movie before. Who’s gonna speak for the public interest if not a group of rational experts who understand the problems (new and emerging)?",en,[]
1243328239684083712,2020-03-27 00:05:26+00:00,2020-03-27,00:05:26,terrybarnes5,Terry Barnes,"@ShaunCGath @hbfhealth @GregHuntMP @ozprodcom Not gover policy, and while I've never opposed one, it would take too long.",en,[]
1243316840920764416,2020-03-26 23:20:09+00:00,2020-03-26,23:20:09,hbfhealth,HBF,"@GavAbrook Hi Gav, We have only cancelled the premium increase. If we sent you a letter saying your premium will decrease 1 April 2020, this will still go ahead. We will be sending a letter to confirm your new premium shortly. If you have any questions just send us a DM - Sam 🙋",en,[]
1243316011761192960,2020-03-26 23:16:51+00:00,2020-03-26,23:16:51,shauncgath,Shaun Gath,@TerryBarnes5 @hbfhealth @GregHuntMP @ozprodcom inquiry?,en,[]
1243310670960943104,2020-03-26 22:55:38+00:00,2020-03-26,22:55:38,terrybarnes5,Terry Barnes,"@ShaunCGath @hbfhealth @GregHuntMP The value proposition does need to be revamped, and more cover and regulatory reform for PHI, and combating price gouging rorts by providers, should be a health policy priority once this crisis has passed. Industry should lead it.",en,[]
1243309002626199553,2020-03-26 22:49:00+00:00,2020-03-26,22:49:00,shauncgath,Shaun Gath,"@TerryBarnes5 @hbfhealth @GregHuntMP So what's the point of paying vast sums to insure for surgery that's now largely unavailable (knees, hips etc)? If you're an obstetric case it might make sense, but big numbers have been going public there too (due to OOPs). Overall, the value proposition is seriously kaputski.",en,[]
1243307525841117184,2020-03-26 22:43:08+00:00,2020-03-26,22:43:08,terrybarnes5,Terry Barnes,"@ShaunCGath @hbfhealth @GregHuntMP Disagree on the last point, but yes. Mark Fitzbibbon was unwise to do a Gerry Harvey to the ASX in the terms he did.",en,[]
1243305912153944064,2020-03-26 22:36:43+00:00,2020-03-26,22:36:43,shauncgath,Shaun Gath,"@TerryBarnes5 @hbfhealth @GregHuntMP If membership holds up (and early signs are that it will) they're gonna make a mozza. This year will be transformative for the entire #PHI sector (or until the public realizes they're paying a lot for not much at all... esp ""Gold"" coverage).",en,['phi']
1243304936760176641,2020-03-26 22:32:51+00:00,2020-03-26,22:32:51,terrybarnes5,Terry Barnes,"@ShaunCGath @hbfhealth If I was advising @GregHuntMP , I'd be urging nil premium rises approved in 2021, based on claims trends and boosted reserves.",en,[]
1243304640709447682,2020-03-26 22:31:40+00:00,2020-03-26,22:31:40,wahawkchick,Diane Neta Wright,@johnfor23089656 @DanielleCaia1 @smh @aconvict @Dana_Adele @hbfhealth @BupaAustralia Thieves - insurance companies should of been part of the RC into banks,en,[]
1243302859841523712,2020-03-26 22:24:35+00:00,2020-03-26,22:24:35,johnfor23089656,john forrest 🖤 💛 💗🐀 Prole.,@DanielleCaia1 @WAhawkchick @smh @aconvict @Dana_Adele @hbfhealth @BupaAustralia Hfc going up,en,[]
1243302590693007360,2020-03-26 22:23:31+00:00,2020-03-26,22:23:31,shauncgath,Shaun Gath,"Bearing in mind that @hbfhealth was the lowest increase of all (and therefore easiest to ""give back""). Still, with the radically altered claims outlook there's no obvious reason why whole #PHI  industry shouldn't be doing likewise. My advice: get in b4 the Govt does it anyway.",en,['phi']
1243294061827522560,2020-03-26 21:49:38+00:00,2020-03-26,21:49:38,wahawkchick,Diane Neta Wright,@DanielleCaia1 @smh @aconvict @Dana_Adele @hbfhealth @BupaAustralia Disgusting isn’t it. No way is anyone keeping cover on govt assistance. It will be the first thing to go in our household and we’ve been members for 30yrs. Watch them put their hands out for a govt bail out. At what point will they have to draw the line and say no more,en,[]
1243271672506888192,2020-03-26 20:20:40+00:00,2020-03-26,20:20:40,daniellecaia1,Danielle,"@WAhawkchick @smh @aconvict @Dana_Adele @hbfhealth At least they didn’t increase, @BupaAustralia sent a lovely email increasing premiums last week. Absolutely disgusting Bupa",en,[]
1243141120709652480,2020-03-26 11:41:54+00:00,2020-03-26,11:41:54,marieluisefran3,Marie-Luise Francis,"@LisaScafPerthLM @medibank @hbfhealth Well done HBF, policyholder since 1995...",en,[]
1243133364715941888,2020-03-26 11:11:05+00:00,2020-03-26,11:11:05,haydencglass,Hayden Glass,@Madelaine_Burke @hbfhealth @BupaAustralia your play?,en,[]
1243129522616012800,2020-03-26 10:55:49+00:00,2020-03-26,10:55:49,wahawkchick,Diane Neta Wright,@smh @aconvict @Dana_Adele It’s all about the $ - just received an email from my provider @hbfhealth telling me they aren’t going to increase my premium for 2020. How generous 😏 I would say by the time this is done and dusted there will be very few with private health because it’s a luxury we can’t afford,en,[]
1243113300612661256,2020-03-26 09:51:21+00:00,2020-03-26,09:51:21,mramage_au,Matt Ramage,@hbfhealth Please tell us you aren't delaying the promised premium reduction as well?!,en,[]
1243111251451863040,2020-03-26 09:43:12+00:00,2020-03-26,09:43:12,princess1010,Kylie Emerson,"@Madelaine_Burke @hbfhealth Wait, I’ve not received this! Hmmm maybe they are still catching up with all their members.",en,[]
1243111075903492099,2020-03-26 09:42:31+00:00,2020-03-26,09:42:31,tonychinnock,Tony Chinnock,@hbfhealth ...we asked for help a long time ago ! ....and nothing !!,en,[]
1243102300081545217,2020-03-26 09:07:38+00:00,2020-03-26,09:07:38,tubefeed,Suzanne Burke,@hbfhealth Woopy doo. How about a couple of free months instead?,en,[]
1243095651589574658,2020-03-26 08:41:13+00:00,2020-03-26,08:41:13,natsam09,Aushearer,@hbfhealth thanks for no increase this year👏🏻👏🏻👏🏻,en,[]
1243092554758778881,2020-03-26 08:28:55+00:00,2020-03-26,08:28:55,dezerdaadvocate,Dezer da Advocate,Please take immediate action to cancel premium increases @medibank @BupaAustralia @hcfaustralia @nibhealthfunds @hbfhealth @australianunity @PHA_Healthcare @GregHuntMP #COVID19au #healthinsurance #money,en,"['covid19au', 'healthinsurance', 'money']"
1243089163437477889,2020-03-26 08:15:26+00:00,2020-03-26,08:15:26,gavabrook,Gav,@hbfhealth I was told a month ago premiums were going down. Does that mean they're not now?,en,[]
1243077990558253066,2020-03-26 07:31:02+00:00,2020-03-26,07:31:02,drmichaelgannon,Michael Gannon,"Actually I want reduction in my @hbfhealth premium JV. No one should be doing a scrap of elective surgery. ‘000s of West Aussies losing their jobs. Public waiting lists will blow out, giving you opportunity for membership growth. WA community must band together #wapol #Perth",en,"['wapol', 'perth']"
1243058677881303040,2020-03-26 06:14:18+00:00,2020-03-26,06:14:18,agekyri,Andriana,"@shanemcinnes @BupaAustralia @hbfhealth I switched to a non for profit, Australian company!",en,[]
1243032777248747520,2020-03-26 04:31:23+00:00,2020-03-26,04:31:23,a_b_phillips,Anthony Phillips,@jbabz84 @BupaAustralia They could waive for 6 months like @hbfhealth have done.,en,[]
1243026823673307142,2020-03-26 04:07:43+00:00,2020-03-26,04:07:43,shanemcinnes,Shane McInnes,@benjiman1983 @BupaAustralia @hbfhealth Unbelievable the games you have to play 🤦‍♂️,en,[]
1243026175406084101,2020-03-26 04:05:09+00:00,2020-03-26,04:05:09,hbfhealth,HBF,"@LisaScafPerthLM @medibank Thank you, Lisa! We know our members are facing unprecedented times and cancelling our premium increase is the right thing to do.",en,[]
1243025891971567616,2020-03-26 04:04:01+00:00,2020-03-26,04:04:01,benjiman1983,Benny Jones,"@shanemcinnes @BupaAustralia @hbfhealth Dealt with them in the past. Ring up, threaten to cancel. They’ll usually (possibly) offer 6 weeks free. I did likewise with Medibank last week, 3 month pause but doesn’t affect waiting periods etc.",en,[]
1243025289044615169,2020-03-26 04:01:37+00:00,2020-03-26,04:01:37,kyri_1,Kristos Kyriacou,@shanemcinnes @BupaAustralia @hbfhealth I’ll be switching companies if they don’t,en,[]
1243025000614866944,2020-03-26 04:00:29+00:00,2020-03-26,04:00:29,shanemcinnes,Shane McInnes,"Hey @BupaAustralia, when businesses around the world are making cuts, while others are looking out for the greater good, why is it ok for you to raise your premiums on April 1?  Surely, we can dump fee hikes this year. @hbfhealth is. Why not you?",en,[]
1243022557600567297,2020-03-26 03:50:46+00:00,2020-03-26,03:50:46,hbfhealth,HBF,"📣 Member update 📣 We know health care affordability matters to our members, especially in these extraordinary times. That is why HBF have made the decision to cancel premium increases for 2020 which were set to hit 1 April.  To learn more, click the link  https://t.co/94gsRtWt8W  https://t.co/eAHtsEAJHe",en,[]
1243021008149164033,2020-03-26 03:44:37+00:00,2020-03-26,03:44:37,lisascafperthlm,Lisa-M Scaffidi,@NatInPerth2020 @medibank @hbfhealth It’s got to be across all irrespective of their different ops as this is unprecedented.,en,[]
1243016458877063168,2020-03-26 03:26:32+00:00,2020-03-26,03:26:32,natinperth2020,Kalo the Kat,@LisaScafPerthLM @medibank @hbfhealth And HCF? That would be great.😉,en,[]
1243005641544744960,2020-03-26 02:43:33+00:00,2020-03-26,02:43:33,elizabethrewa,Elizabeth Re,@westaustralian Well done @hbfhealth to stop increase in health premiums to #WA  #people without @ScottMorrisonMP giving an order to all #healthinsurance #Companies to increase fees in this difficult #Economic times with #coronavirus #auspol #ABCNews #wapol #wanews #BuzzFeed #publichealth #money,en,"['wa', 'people', 'healthinsurance', 'companies', 'economic', 'coronavirus', 'auspol', 'abcnews', 'wapol', 'wanews', 'buzzfeed', 'publichealth', 'money']"
1242983973111750657,2020-03-26 01:17:27+00:00,2020-03-26,01:17:27,nasskt04,Nass,@hbfhealth Thaaank youuu,en,[]
1242983778852556800,2020-03-26 01:16:41+00:00,2020-03-26,01:16:41,lisascafperthlm,Lisa-M Scaffidi,Awaiting response from @medibank to see if they will match @hbfhealth consideration to members with refund to 2019 fees?  Well done @hbfhealth for getting on front foot.,en,[]
1242979726899187713,2020-03-26 01:00:34+00:00,2020-03-26,01:00:34,hbfhealth,HBF,"@nasskt04 I have replied to your DM, we look forward to being able to assist you soon - Shauna",en,[]
1242973395504885760,2020-03-26 00:35:25+00:00,2020-03-26,00:35:25,nasskt04,Nass,@hbfhealth why did i get direct debited $840 without an email or no record in the online services? And why can't I call into HBF? it keeps hanging up and its making me unhaaapppy.,en,[]
1242807634245255169,2020-03-25 13:36:44+00:00,2020-03-25,13:36:44,hkphotographyau,Craig,@ScottMorrisonMP Considering all elective surgery has been cancelled for the foreseeable future will the health funds refund premiums for services that can not be used? #covid19australia #healthfunds @BupaAustralia @hbfhealth @medibank #Lockdownaustralia #nochance #gouging,en,"['covid19australia', 'healthfunds', 'lockdownaustralia', 'nochance', 'gouging']"
1242785381507952645,2020-03-25 12:08:19+00:00,2020-03-25,12:08:19,hkphotographyau,Craig,Considering all elective surgery has been cancelled for the foreseeable future will the health funds refund premiums for services that can not be used? #covid19australia #healthfunds @BupaAustralia @hbfhealth @medibank #Lockdownaustralia #nochance,en,"['covid19australia', 'healthfunds', 'lockdownaustralia', 'nochance']"
